1,6,14,18,32
2,6,14,16,30
6,4,23,16,39
3,9,20,23,43
4,8,16,18,34
1,9,14,14,28
1,11,10,21,31
3,10,13,21,34
4,13,17,39,56
4,9,13,24,37
4,9,16,20,36
5,6,12,24,36
